iso_time,unix_time,temp_C
2026-01-16T12:59:43.770,1768535983,73.25
2026-01-16T12:59:44.270,1768535984,74.35
2026-01-16T12:59:44.770,1768535984,74.35
2026-01-16T12:59:45.270,1768535985,74.9
2026-01-16T12:59:45.770,1768535985,73.8
2026-01-16T12:59:46.270,1768535986,73.25
2026-01-16T12:59:46.770,1768535986,73.8
2026-01-16T12:59:47.276,1768535987,74.35
2026-01-16T12:59:47.780,1768535987,74.35
2026-01-16T12:59:48.280,1768535988,72.7
2026-01-16T12:59:48.780,1768535988,73.25
2026-01-16T12:59:49.280,1768535989,74.9
2026-01-16T12:59:49.781,1768535989,73.8
2026-01-16T12:59:50.281,1768535990,74.35
2026-01-16T12:59:50.781,1768535990,74.9
2026-01-16T12:59:51.284,1768535991,73.25
2026-01-16T12:59:51.784,1768535991,73.8
2026-01-16T12:59:52.284,1768535992,74.9
2026-01-16T12:59:52.784,1768535992,73.25
2026-01-16T12:59:53.285,1768535993,73.8
2026-01-16T12:59:53.785,1768535993,74.35
2026-01-16T12:59:54.285,1768535994,74.9
2026-01-16T12:59:54.785,1768535994,74.35
2026-01-16T12:59:55.285,1768535995,73.8
2026-01-16T12:59:55.785,1768535995,74.9
2026-01-16T12:59:56.285,1768535996,74.9
2026-01-16T12:59:56.785,1768535996,73.8
2026-01-16T12:59:57.286,1768535997,74.35
2026-01-16T12:59:57.786,1768535997,73.8
2026-01-16T12:59:58.286,1768535998,74.9
2026-01-16T12:59:58.786,1768535998,74.35
2026-01-16T12:59:59.286,1768535999,74.9
2026-01-16T12:59:59.786,1768535999,74.9
2026-01-16T13:00:00.286,1768536000,73.25
2026-01-16T13:00:00.786,1768536000,73.8
2026-01-16T13:00:01.286,1768536001,74.9
2026-01-16T13:00:01.786,1768536001,73.8
2026-01-16T13:00:02.287,1768536002,74.35
2026-01-16T13:00:02.787,1768536002,73.8
2026-01-16T13:00:03.287,1768536003,74.9
2026-01-16T13:00:03.787,1768536003,75.45
2026-01-16T13:00:04.287,1768536004,74.9
2026-01-16T13:00:04.787,1768536004,73.8
2026-01-16T13:00:05.287,1768536005,73.8
2026-01-16T13:00:05.788,1768536005,73.8
2026-01-16T13:00:06.288,1768536006,74.9
2026-01-16T13:00:06.788,1768536006,73.25
2026-01-16T13:00:07.288,1768536007,73.8
2026-01-16T13:00:07.789,1768536007,74.35
2026-01-16T13:00:08.289,1768536008,74.35
2026-01-16T13:00:08.789,1768536008,74.35
2026-01-16T13:00:09.290,1768536009,74.35
2026-01-16T13:00:09.790,1768536009,74.9
2026-01-16T13:00:10.290,1768536010,74.35
2026-01-16T13:00:10.790,1768536010,74.9
2026-01-16T13:00:11.290,1768536011,73.8
2026-01-16T13:00:11.790,1768536011,76
2026-01-16T13:00:12.290,1768536012,74.9
2026-01-16T13:00:12.791,1768536012,74.9
2026-01-16T13:00:13.291,1768536013,74.35
2026-01-16T13:00:13.791,1768536013,73.25
2026-01-16T13:00:14.291,1768536014,73.25
2026-01-16T13:00:14.791,1768536014,75.45
2026-01-16T13:00:15.291,1768536015,74.9
2026-01-16T13:00:15.791,1768536015,73.25
2026-01-16T13:00:16.291,1768536016,74.35
2026-01-16T13:00:16.792,1768536016,74.9
2026-01-16T13:00:17.292,1768536017,73.8
2026-01-16T13:00:17.792,1768536017,74.9
2026-01-16T13:00:18.292,1768536018,74.9
2026-01-16T13:00:18.792,1768536018,73.8
2026-01-16T13:00:19.292,1768536019,74.9
2026-01-16T13:00:19.792,1768536019,73.8
2026-01-16T13:00:20.292,1768536020,75.45
2026-01-16T13:00:20.792,1768536020,76
2026-01-16T13:00:21.293,1768536021,74.35
2026-01-16T13:00:21.793,1768536021,75.45
2026-01-16T13:00:22.293,1768536022,74.9
2026-01-16T13:00:22.793,1768536022,75.45
2026-01-16T13:00:23.293,1768536023,74.9
2026-01-16T13:00:23.793,1768536023,74.9
2026-01-16T13:00:24.293,1768536024,74.9
2026-01-16T13:00:24.793,1768536024,73.8
2026-01-16T13:00:25.296,1768536025,74.35
2026-01-16T13:00:25.796,1768536025,73.8
2026-01-16T13:00:26.296,1768536026,73.8
2026-01-16T13:00:26.796,1768536026,73.8
2026-01-16T13:00:27.297,1768536027,74.9
2026-01-16T13:00:27.797,1768536027,74.35
2026-01-16T13:00:28.297,1768536028,75.45
2026-01-16T13:00:28.797,1768536028,74.9
2026-01-16T13:00:29.297,1768536029,74.9
2026-01-16T13:00:29.797,1768536029,73.8
2026-01-16T13:00:30.297,1768536030,74.9
2026-01-16T13:00:30.800,1768536030,76
2026-01-16T13:00:31.300,1768536031,75.45
2026-01-16T13:00:31.800,1768536031,73.8
2026-01-16T13:00:32.300,1768536032,75.45
2026-01-16T13:00:32.801,1768536032,75.45
2026-01-16T13:00:33.301,1768536033,73.8
2026-01-16T13:00:33.801,1768536033,74.9
2026-01-16T13:00:34.304,1768536034,75.45
2026-01-16T13:00:34.804,1768536034,74.9
2026-01-16T13:00:35.304,1768536035,74.9
2026-01-16T13:00:35.804,1768536035,74.9
2026-01-16T13:00:36.305,1768536036,73.8
2026-01-16T13:00:36.808,1768536036,74.35
2026-01-16T13:00:37.308,1768536037,74.35
2026-01-16T13:00:37.808,1768536037,74.9
2026-01-16T13:00:38.308,1768536038,74.9
2026-01-16T13:00:38.808,1768536038,73.8
2026-01-16T13:00:39.309,1768536039,74.35
2026-01-16T13:00:39.809,1768536039,74.35
2026-01-16T13:00:40.309,1768536040,75.45
2026-01-16T13:00:40.809,1768536040,74.9
2026-01-16T13:00:41.309,1768536041,73.8
2026-01-16T13:00:41.809,1768536041,74.9
2026-01-16T13:00:42.309,1768536042,73.8
2026-01-16T13:00:42.809,1768536042,75.45
2026-01-16T13:00:43.309,1768536043,74.35
2026-01-16T13:00:43.809,1768536043,73.25
2026-01-16T13:00:44.310,1768536044,75.45
2026-01-16T13:00:44.810,1768536044,75.45
2026-01-16T13:00:45.310,1768536045,74.9
2026-01-16T13:00:45.810,1768536045,76
2026-01-16T13:00:46.310,1768536046,74.9
2026-01-16T13:00:46.810,1768536046,73.8
2026-01-16T13:00:47.310,1768536047,74.9
2026-01-16T13:00:47.811,1768536047,74.9
2026-01-16T13:00:48.311,1768536048,75.45
2026-01-16T13:00:48.811,1768536048,73.8
2026-01-16T13:00:49.311,1768536049,74.35
2026-01-16T13:00:49.811,1768536049,74.9
2026-01-16T13:00:50.311,1768536050,73.8
2026-01-16T13:00:50.811,1768536050,76
2026-01-16T13:00:51.312,1768536051,74.9
2026-01-16T13:00:51.812,1768536051,75.45
2026-01-16T13:00:52.312,1768536052,74.9
2026-01-16T13:00:52.812,1768536052,74.35
2026-01-16T13:00:53.312,1768536053,74.9
2026-01-16T13:00:53.812,1768536053,75.45
2026-01-16T13:00:54.312,1768536054,73.8
2026-01-16T13:00:54.813,1768536054,74.9
2026-01-16T13:00:55.313,1768536055,74.9
2026-01-16T13:00:55.813,1768536055,75.45
2026-01-16T13:00:56.313,1768536056,74.35
2026-01-16T13:00:56.813,1768536056,73.25
2026-01-16T13:00:57.313,1768536057,76
2026-01-16T13:00:57.813,1768536057,75.45
2026-01-16T13:00:58.313,1768536058,74.35
2026-01-16T13:00:58.814,1768536058,75.45
2026-01-16T13:00:59.314,1768536059,75.45
2026-01-16T13:00:59.814,1768536059,74.9
2026-01-16T13:01:00.314,1768536060,73.8
2026-01-16T13:01:00.814,1768536060,76
2026-01-16T13:01:01.314,1768536061,73.8
2026-01-16T13:01:01.814,1768536061,75.45
2026-01-16T13:01:02.314,1768536062,75.45
2026-01-16T13:01:02.814,1768536062,74.9
2026-01-16T13:01:03.314,1768536063,76
2026-01-16T13:01:03.815,1768536063,74.9
2026-01-16T13:01:04.315,1768536064,75.45
2026-01-16T13:01:04.815,1768536064,74.9
2026-01-16T13:01:05.315,1768536065,74.9
2026-01-16T13:01:05.815,1768536065,73.8
2026-01-16T13:01:06.315,1768536066,73.8
2026-01-16T13:01:06.815,1768536066,75.45
2026-01-16T13:01:07.315,1768536067,74.9
2026-01-16T13:01:07.816,1768536067,74.35
